,顏色,單價,成本,系列,產品,訂單時間,性別,年紀,廣告代號all,尺寸,訂單編號,去識別化會員編碼
1388,creamywhite,923.0,538.0,系列9,產品9-32,2017-11-02T08:00:33,,,廣告_自然流量,M,377982,L_CBY_04045
1389,creamywhite,821.0,538.0,系列66,產品66-32,2017-11-02T08:00:33,,,廣告_自然流量,M,377982,L_CBY_04045
1390,creamywhite,1530.0,775.0,系列24,產品24-9,2017-11-02T08:00:33,,,廣告_自然流量,M,377982,L_CBY_04045
1391,creamywhite,972.0,538.0,系列31,產品31-32,2017-12-04T03:28:41,,,廣告_自然流量,S,386232,L_CBY_04045
1392,creamywhite,972.0,538.0,系列24,產品24-32,2017-12-04T03:28:41,,,廣告_自然流量,S,386232,L_CBY_04045
1393,navyblue,656.0,316.0,系列61,產品61-21,2017-12-05T12:53:26,,,廣告_自然流量,130,386571,L_CBY_04045
1394,navyblue,656.0,316.0,系列61,產品61-21,2017-12-05T12:53:26,,,廣告_自然流量,130,386571,L_CBY_04045
1395,navyblue,656.0,316.0,系列92,產品92-21,2017-12-05T12:53:26,,,廣告_自然流量,130,386571,L_CBY_04045
1396,creamywhite,1734.0,775.0,系列11,產品11-9,2017-12-24T07:22:12,,,廣告_edmP_D,XL,391512,L_CBY_04045
1397,white,788.0,380.0,系列31,產品31-12,2018-08-18T08:35:29,,,廣告_自然流量,L,466425,L_CBY_04045
1398,white,788.0,380.0,系列94,產品94-12,2018-08-18T08:35:29,,,廣告_自然流量,L,466425,L_CBY_04045
1399,white,788.0,380.0,系列94,產品94-12,2018-08-18T08:35:29,,,廣告_自然流量,L,466425,L_CBY_04045
1400,creamywhite,1464.0,742.0,系列3,產品3-9,2018-11-05T13:48:01,,,廣告_edmP_D,L,492930,L_CBY_04045
1401,jeanblue,1300.0,419.0,系列74,產品74-12,2017-03-26T16:19:39,MALE,34.0,廣告_自然流量,L,284442,L_CBY_04075
1402,white,656.0,370.0,系列65,產品65-3,2017-04-20T13:40:09,FEMALE,30.0,廣告_自然流量,XS,294717,L_CBY_02003
1403,,656.0,387.0,系列86,產品86-1,2017-04-20T13:40:09,FEMALE,30.0,廣告_自然流量,無,294717,L_CBY_02003
1404,navyblue,1028.0,436.0,系列82,產品82-3,2017-04-20T13:40:09,FEMALE,30.0,廣告_自然流量,XL,294717,L_CBY_02003
1405,white,821.0,370.0,系列82,產品82-3,2017-04-20T13:40:09,FEMALE,30.0,廣告_自然流量,L,294717,L_CBY_02003
1406,,656.0,387.0,系列9,產品9-1,2017-04-20T13:40:09,FEMALE,30.0,廣告_自然流量,無,294717,L_CBY_02003
1407,white,821.0,370.0,系列313,產品313-3,2017-04-20T13:40:09,FEMALE,30.0,廣告_自然流量,L,294717,L_CBY_02003
1408,gray,1105.0,434.0,系列82,產品82-29,2017-05-09T15:00:25,FEMALE,30.0,廣告_自然流量,XL,301884,L_CBY_02003
1409,navyblue,1105.0,434.0,系列82,產品82-29,2017-05-09T15:00:25,FEMALE,30.0,廣告_自然流量,XL,301884,L_CBY_02003
1410,babyblue,979.0,416.0,系列4,產品4-3,2016-02-16T11:51:44,FEMALE,26.0,廣告_自然流量,XL,172698,L_CBY_03854
1411,white,839.0,367.0,系列67,產品67-3,2016-02-16T11:51:44,FEMALE,26.0,廣告_自然流量,XL,172698,L_CBY_03854
1412,,492.0,263.0,系列7,產品7-27,2017-05-28T01:32:12,FEMALE,38.0,廣告_KDP_D,無,309402,L_CBY_02345
1413,,492.0,237.0,系列420,產品420-26,2017-05-28T01:32:12,FEMALE,38.0,廣告_KDP_D,無,309402,L_CBY_02345
1414,trigrayblack,1040.0,470.0,系列202,產品202-14,2016-04-26T03:38:19,FEMALE,28.0,廣告_自然流量,M,189564,L_CBY_03481
1415,watermelonred,910.0,416.0,系列202,產品202-12,2016-04-26T03:38:19,FEMALE,28.0,廣告_自然流量,L,189564,L_CBY_03481
1416,,819.0,406.0,系列202,產品202-37,2016-04-26T03:38:19,FEMALE,28.0,廣告_自然流量,35cm,189564,L_CBY_03481
1417,,1275.0,646.0,系列202,產品202-39,2016-04-26T03:38:19,FEMALE,28.0,廣告_自然流量,iPhone 6,189564,L_CBY_03481
1418,,1119.0,538.0,系列202,產品202-37,2016-04-26T03:38:19,FEMALE,28.0,廣告_自然流量,45cm,189564,L_CBY_03481
1419,,819.0,406.0,系列202,產品202-37,2016-04-26T03:38:19,FEMALE,28.0,廣告_自然流量,35cm,189564,L_CBY_03481
1420,creamywhiteburgundy,985.0,498.0,系列202,產品202-11,2016-12-18T11:29:01,FEMALE,28.0,廣告_自然流量,M,256758,L_CBY_03481
1421,gray,987.0,456.0,系列202,產品202-22,2016-12-18T11:29:01,FEMALE,28.0,廣告_自然流量,M,256758,L_CBY_03481
1422,creamywhitejeanblue,1278.0,489.0,系列473,產品473-14,2016-12-08T10:18:59,MALE,36.0,廣告_自然流量,L,254460,L_CBY_02371
1423,creamywhitejeanblue,1278.0,489.0,系列473,產品473-11,2016-12-08T10:27:05,MALE,36.0,廣告_自然流量,XS,254466,L_CBY_02371
1424,,1150.0,541.0,系列415,產品415-37,2017-04-15T10:35:00,MALE,36.0,廣告_B2KP_D,45cm,292833,L_CBY_02371
1425,gray,985.0,426.0,系列22,產品22-12,2018-07-23T00:03:39,MALE,30.0,廣告_KDP_D,L,455730,L_CBY_00138
1426,navyblue,985.0,439.0,系列21,產品21-12,2018-07-23T00:03:39,MALE,30.0,廣告_KDP_D,L,455730,L_CBY_00138
1427,creamywhite,1135.0,686.0,系列7,產品7-7,2016-12-16T05:14:44,FEMALE,36.0,廣告_B2KPOD_qrtist,M,256446,L_CBY_04903
1428,,492.0,275.0,系列5,產品5-27,2016-12-16T05:14:44,FEMALE,36.0,廣告_B2KPOD_qrtist,無,256446,L_CBY_04903
1429,,459.0,199.0,系列238,產品238-2,2016-12-16T05:14:44,FEMALE,36.0,廣告_B2KPOD_qrtist,無,256446,L_CBY_04903
1430,,492.0,275.0,系列238,產品238-27,2016-12-16T05:14:44,FEMALE,36.0,廣告_B2KPOD_qrtist,無,256446,L_CBY_04903
1431,,2709.0,2073.0,系列8,產品8-36,2018-08-02T05:27:51,FEMALE,40.0,廣告_自然流量,無,460737,L_CBY_03363
1432,black,985.0,433.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1433,white,985.0,383.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1434,red,985.0,433.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1435,navyblue,806.0,582.0,系列42,產品42-32,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1436,irontrigrayblack,1069.0,470.0,系列42,產品42-14,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1437,black,806.0,581.0,系列42,產品42-32,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1438,black,806.0,581.0,系列42,產品42-32,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,S,503490,L_CBY_03019
1439,burgundy,1629.0,824.0,系列42,產品42-6,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,XL,503490,L_CBY_03019
1440,navyblue,985.0,449.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,XL,503490,L_CBY_03019
1441,burgundy,1629.0,824.0,系列42,產品42-9,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1442,white,985.0,383.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1443,white,985.0,383.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1444,white,985.0,383.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1445,black,790.0,424.0,系列42,產品42-29,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,XL,503490,L_CBY_03019
1446,white,985.0,383.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1447,navyblue,985.0,433.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,M,503490,L_CBY_03019
1448,irontrigray,985.0,433.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1449,tiffanygreen,393.0,308.0,系列42,產品42-15,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,110,503490,L_CBY_03019
1450,creamywhiteburgundy,1069.0,439.0,系列42,產品42-14,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1451,white,985.0,383.0,系列42,產品42-12,2018-11-29T06:38:03,MALE,36.0,廣告_edmP_D,L,503490,L_CBY_03019
1452,white,985.0,383.0,系列42,產品42-12,2019-07-19T17:54:55,MALE,36.0,廣告_edmP_C,L,579813,L_CBY_03019
1453,navyblue,985.0,449.0,系列42,產品42-3,2019-07-19T17:54:55,MALE,36.0,廣告_edmP_C,XL,579813,L_CBY_03019
1454,white,492.0,262.0,系列42,產品42-15,2019-07-19T17:54:55,MALE,36.0,廣告_edmP_C,80,579813,L_CBY_03019
1455,navyblue,806.0,541.0,系列37,產品37-31,2018-02-15T13:16:12,,,廣告_edmP_D,L,406332,L_CBY_00382
1456,babypink,806.0,533.0,系列2,產品2-31,2018-02-15T13:16:12,,,廣告_edmP_D,L,406332,L_CBY_00382
1457,babypink,1094.0,418.0,系列10,產品10-18,2016-06-09T09:39:41,FEMALE,40.0,廣告_critei_critei,S,203706,L_CBY_01282
1458,white,1398.0,673.0,系列71,產品71-71,2019-01-19T16:18:32,MALE,30.0,廣告_KDP_D,L,524637,L_CBY_04337
1459,,1629.0,617.0,系列71,產品71-130,2019-01-19T16:18:32,MALE,30.0,廣告_KDP_D,L,524637,L_CBY_04337
1460,navyblue,1300.0,719.0,系列5,產品5-7,2016-11-13T14:31:02,FEMALE,30.0,廣告_自然流量,XS,249054,L_CBY_03966
1461,gray,1300.0,719.0,系列5,產品5-7,2016-11-13T14:31:02,FEMALE,30.0,廣告_自然流量,XS,249054,L_CBY_03966
1462,creamywhite,1135.0,686.0,系列5,產品5-7,2016-11-13T14:31:02,FEMALE,30.0,廣告_自然流量,XS,249054,L_CBY_03966
1463,gray,901.0,456.0,系列17,產品17-22,2016-11-13T14:31:02,FEMALE,30.0,廣告_自然流量,S,249054,L_CBY_03966
1464,gray,821.0,419.0,系列17,產品17-3,2017-04-10T14:23:00,FEMALE,30.0,廣告_自然流量,S,291357,L_CBY_03966
1465,navyblue,821.0,419.0,系列44,產品44-3,2017-04-10T14:23:00,FEMALE,30.0,廣告_自然流量,S,291357,L_CBY_03966
1466,white,656.0,370.0,系列9,產品9-3,2017-04-10T14:23:00,FEMALE,30.0,廣告_自然流量,S,291357,L_CBY_03966
1467,black,821.0,419.0,系列22,產品22-3,2017-04-10T14:23:00,FEMALE,30.0,廣告_自然流量,S,291357,L_CBY_03966
1468,lemonyellow,1028.0,424.0,系列5,產品5-29,2017-08-16T14:29:02,FEMALE,30.0,廣告_ikip_ctq,M,345810,L_CBY_03966
1469,navyblue,1028.0,443.0,系列44,產品44-12,2017-08-16T14:29:02,FEMALE,30.0,廣告_ikip_ctq,L,345810,L_CBY_03966
1470,white,821.0,424.0,系列9,產品9-30,2017-08-16T14:29:02,FEMALE,30.0,廣告_ikip_ctq,F,345810,L_CBY_03966
1471,black,1028.0,426.0,系列22,產品22-12,2017-08-16T14:29:02,FEMALE,30.0,廣告_ikip_ctq,L,345810,L_CBY_03966
1472,navyblue,975.0,439.0,系列17,產品17-3,2018-03-05T17:32:29,FEMALE,30.0,廣告_自然流量,S,411534,L_CBY_03966
1473,gray,975.0,426.0,系列28,產品28-3,2018-03-05T17:32:29,FEMALE,30.0,廣告_自然流量,S,411534,L_CBY_03966
1474,white,780.0,373.0,系列28,產品28-3,2018-03-05T17:32:29,FEMALE,30.0,廣告_自然流量,S,411534,L_CBY_03966
1475,white,780.0,373.0,系列28,產品28-3,2018-03-05T17:32:29,FEMALE,30.0,廣告_自然流量,S,411534,L_CBY_03966
1476,irontrigray,975.0,426.0,系列140,產品140-3,2018-03-05T17:32:29,FEMALE,30.0,廣告_自然流量,S,411534,L_CBY_03966
1477,black,975.0,426.0,系列348,產品348-3,2018-03-05T17:32:29,FEMALE,30.0,廣告_自然流量,S,411534,L_CBY_03966
1478,,1461.0,1234.0,系列8,產品8-35,2019-01-22T07:18:14,FEMALE,26.0,廣告_edmMK_C,無,525873,L_CBY_03025
1479,,1461.0,1234.0,系列8,產品8-35,2019-01-24T12:56:14,FEMALE,26.0,廣告_edmMK_C,無,526656,L_CBY_03025
1480,white,883.0,370.0,系列21,產品21-12,2017-04-26T23:59:56,FEMALE,26.0,廣告_KDP_D,M,296952,L_CBY_04690
1481,,592.0,306.0,系列21,產品21-16,2017-04-26T23:59:56,FEMALE,26.0,廣告_KDP_D,無,296952,L_CBY_04690
1482,,327.0,212.0,系列21,產品21-83,2017-05-10T04:13:37,FEMALE,26.0,廣告_自然流量,無,301995,L_CBY_04690
1483,white,1038.0,367.0,系列21,產品21-29,2017-05-10T04:13:37,FEMALE,26.0,廣告_自然流量,S,301995,L_CBY_04690
1484,gray,821.0,426.0,系列6,產品6-12,2017-07-30T02:04:38,FEMALE,30.0,廣告_KDP_D,L,338826,L_CBY_02638
1485,babypink,520.0,350.0,系列140,產品140-20,2016-08-16T17:09:14,FEMALE,32.0,廣告_critei_critei,90,225642,L_CBY_01623
1486,,559.0,275.0,系列41,產品41-27,2016-08-16T17:09:14,FEMALE,32.0,廣告_critei_critei,無,225642,L_CBY_01623
1487,creamywhiteburgundy,985.0,498.0,系列9,產品9-11,2016-11-11T14:03:09,FEMALE,32.0,廣告_自然流量,S,248634,L_CBY_00645
1488,creamywhitejeanblue,985.0,489.0,系列6,產品6-11,2016-11-11T14:03:09,FEMALE,32.0,廣告_自然流量,S,248634,L_CBY_00645
1489,tiffanygreen,893.0,419.0,系列284,產品284-12,2016-11-11T14:03:09,FEMALE,32.0,廣告_自然流量,XL,248634,L_CBY_00645
1490,hamred,821.0,419.0,系列26,產品26-12,2017-03-05T16:36:33,FEMALE,32.0,廣告_critei_critei,M,277737,L_CBY_00645
1491,black,821.0,419.0,系列6,產品6-3,2017-03-05T16:36:33,FEMALE,32.0,廣告_critei_critei,S,277737,L_CBY_00645
1492,whitetrigray,905.0,441.0,系列15,產品15-11,2017-03-05T16:36:33,FEMALE,32.0,廣告_critei_critei,M,277737,L_CBY_00645
1493,black,1069.0,426.0,系列17,產品17-3,2018-06-06T06:59:47,FEMALE,32.0,廣告_critei_critei,S,441105,L_CBY_00645
1494,white,905.0,373.0,系列142,產品142-3,2018-06-06T06:59:47,FEMALE,32.0,廣告_critei_critei,M,441105,L_CBY_00645
1495,white,905.0,373.0,系列142,產品142-12,2018-06-06T06:59:47,FEMALE,32.0,廣告_critei_critei,XS,441105,L_CBY_00645
1496,white,905.0,373.0,系列111,產品111-3,2018-06-06T06:59:47,FEMALE,32.0,廣告_critei_critei,S,441105,L_CBY_00645
1497,white,821.0,377.0,系列65,產品65-12,2017-08-08T15:31:59,,,廣告_自然流量,M,342867,L_CBY_01652
1498,white,821.0,375.0,系列65,產品65-18,2017-08-08T15:31:59,,,廣告_自然流量,M,342867,L_CBY_01652
1499,white,492.0,250.0,系列65,產品65-15,2017-08-08T15:31:59,,,廣告_自然流量,90,342867,L_CBY_01652
1500,jeanblue,1028.0,436.0,系列59,產品59-12,2017-05-30T02:17:11,,,廣告_KDP_D,2XL,311055,L_CBY_01542
1501,irontrigray,1028.0,418.0,系列59,產品59-18,2017-05-30T02:17:11,,,廣告_KDP_D,XS,311055,L_CBY_01542
1502,tiffanygreen,821.0,436.0,系列15,產品15-12,2017-05-30T02:17:11,,,廣告_KDP_D,2XL,311055,L_CBY_01542
1503,tiffanygreen,821.0,418.0,系列15,產品15-29,2017-05-30T02:17:11,,,廣告_KDP_D,XS,311055,L_CBY_01542
1504,black,865.0,419.0,系列82,產品82-3,2016-06-04T14:44:35,FEMALE,36.0,廣告_自然流量,XL,201924,L_CBY_04054
1505,gray,865.0,419.0,系列152,產品152-3,2016-06-04T14:44:35,FEMALE,36.0,廣告_自然流量,XL,201924,L_CBY_04054
1506,,1426.0,683.0,系列10,產品10-5,2016-02-21T19:08:52,FEMALE,36.0,廣告_自然流量,無,174213,L_CBY_00366
1507,gray,1045.0,816.0,系列10,產品10-6,2016-02-21T19:08:52,FEMALE,36.0,廣告_自然流量,XS,174213,L_CBY_00366
1508,white,826.0,367.0,系列47,產品47-18,2016-03-07T17:16:11,FEMALE,28.0,廣告_自然流量,L,177282,L_CBY_02018
1509,navyblue,966.0,416.0,系列140,產品140-18,2016-03-07T17:16:11,FEMALE,28.0,廣告_自然流量,L,177282,L_CBY_02018
1510,,591.0,313.0,系列47,產品47-16,2017-01-24T05:35:38,FEMALE,28.0,廣告_critei_critei,無,266043,L_CBY_02018
1511,,591.0,313.0,系列47,產品47-16,2017-01-24T05:35:38,FEMALE,28.0,廣告_critei_critei,無,266043,L_CBY_02018
1512,creamywhite,1135.0,686.0,系列47,產品47-7,2017-01-24T05:35:38,FEMALE,28.0,廣告_critei_critei,M,266043,L_CBY_02018
1513,,821.0,451.0,系列47,產品47-1,2017-01-24T05:35:38,FEMALE,28.0,廣告_critei_critei,無,266043,L_CBY_02018
1514,armygreen,985.0,433.0,系列47,產品47-3,2018-09-25T15:07:44,FEMALE,28.0,廣告_自然流量,S,477351,L_CBY_02018
1515,navyblue,985.0,424.0,系列37,產品37-18,2018-09-25T15:07:44,FEMALE,28.0,廣告_自然流量,L,477351,L_CBY_02018
1516,whitetrigray,888.0,441.0,系列28,產品28-11,2016-09-05T04:35:08,FEMALE,26.0,廣告_KDPOD_select,S,230862,L_CBY_01880
1517,white,568.0,367.0,系列37,產品37-18,2016-09-05T04:35:08,FEMALE,26.0,廣告_KDPOD_select,S,230862,L_CBY_01880
1518,white,568.0,367.0,系列67,產品67-18,2016-09-05T04:35:08,FEMALE,26.0,廣告_KDPOD_select,S,230862,L_CBY_01880
1519,gray,985.0,433.0,系列45,產品45-12,2019-09-28T15:19:10,FEMALE,28.0,廣告_B2KDG_P,S,603597,L_CBY_04001
1520,eggyellow,985.0,451.0,系列45,產品45-3,2019-09-28T15:19:10,FEMALE,28.0,廣告_B2KDG_P,XL,603597,L_CBY_04001
1521,black,985.0,428.0,系列45,產品45-18,2019-09-28T15:19:10,FEMALE,28.0,廣告_B2KDG_P,L,603597,L_CBY_04001
1522,tiffanygreen,684.0,418.0,系列41,產品41-18,2016-09-15T13:40:52,FEMALE,30.0,廣告_自然流量,XS,233808,L_CBY_03384
1523,gray,821.0,418.0,系列37,產品37-18,2017-05-27T03:27:18,FEMALE,30.0,廣告_edmP_C,XS,308598,L_CBY_03384
1524,white,821.0,383.0,系列191,產品191-29,2018-09-30T14:32:24,FEMALE,30.0,廣告_edmP_C,XS,478698,L_CBY_03384
1525,creamywhiterosepink,1135.0,439.0,系列41,產品41-11,2018-09-30T14:32:24,FEMALE,30.0,廣告_edmP_C,XS,478698,L_CBY_03384
1526,skyblue,395.0,433.0,系列8,產品8-89,2019-10-13T02:56:54,FEMALE,30.0,廣告_自然流量,XS,629997,L_CBY_03384
1527,trigrayblack,985.0,470.0,系列41,產品41-11,2019-10-13T02:56:54,FEMALE,30.0,廣告_自然流量,XS,629997,L_CBY_03384
1528,gray,821.0,419.0,系列86,產品86-3,2016-06-06T15:28:49,FEMALE,34.0,廣告_自然流量,S,202803,L_CBY_03102
1529,watermelonred,821.0,418.0,系列74,產品74-18,2016-06-06T15:28:49,FEMALE,34.0,廣告_自然流量,S,202803,L_CBY_03102
1530,watermelonred,821.0,418.0,系列74,產品74-18,2016-06-06T15:28:49,FEMALE,34.0,廣告_自然流量,L,202803,L_CBY_03102
1531,lightgray,859.0,434.0,系列313,產品313-17,2016-06-06T15:28:49,FEMALE,34.0,廣告_自然流量,F,202803,L_CBY_03102
1532,jeanblue,897.0,418.0,系列75,產品75-18,2017-01-28T06:02:51,FEMALE,34.0,廣告_KDPOD_select,S,266961,L_CBY_03102
1533,jeanblue,897.0,418.0,系列75,產品75-18,2017-01-28T06:02:51,FEMALE,34.0,廣告_KDPOD_select,L,266961,L_CBY_03102
1534,hamred,985.0,456.0,系列299,產品299-22,2017-01-28T06:02:51,FEMALE,34.0,廣告_KDPOD_select,L,266961,L_CBY_03102
1535,,742.0,337.0,系列36,產品36-4,2016-03-19T08:31:46,FEMALE,24.0,廣告_ikip_pid,無,179982,L_CBY_04132
1536,white,839.0,367.0,系列74,產品74-3,2016-03-19T08:31:46,FEMALE,24.0,廣告_ikip_pid,XS,179982,L_CBY_04132
1537,white,839.0,367.0,系列50,產品50-12,2016-03-19T08:31:46,FEMALE,24.0,廣告_ikip_pid,M,179982,L_CBY_04132
1538,lemonyellow,821.0,424.0,系列33,產品33-18,2017-09-24T03:21:33,FEMALE,30.0,廣告_critei_critei,M,363504,L_CBY_00547
1539,,1091.0,474.0,系列2,產品2-91,2017-09-24T03:21:33,FEMALE,30.0,廣告_critei_critei,M,363504,L_CBY_00547
1540,armygreen,821.0,459.0,系列7,產品7-12,2017-09-21T10:44:32,FEMALE,26.0,廣告_ikip_ctq,XL,360084,L_CBY_04504
1541,white,656.0,375.0,系列7,產品7-29,2017-09-21T10:44:32,FEMALE,26.0,廣告_ikip_ctq,L,360084,L_CBY_04504
1542,armygreen,821.0,443.0,系列7,產品7-12,2017-10-14T02:07:55,FEMALE,26.0,廣告_自然流量,L,372867,L_CBY_04504
1543,eggyellow,821.0,426.0,系列16,產品16-12,2017-10-14T02:07:55,FEMALE,26.0,廣告_自然流量,L,372867,L_CBY_04504
1544,,53.0,28.0,系列25,產品25-83,2017-10-14T02:07:55,FEMALE,26.0,廣告_自然流量,無,372867,L_CBY_04504
1545,olive,806.0,541.0,系列16,產品16-31,2018-02-17T07:43:35,FEMALE,26.0,廣告_自然流量,M,406833,L_CBY_04504
1546,gray,1028.0,426.0,系列11,產品11-12,2017-11-28T03:19:01,,,廣告_critei_critei,M,384735,L_CBY_01379
1547,jeanblue,821.0,426.0,系列11,產品11-12,2017-11-28T03:19:01,,,廣告_critei_critei,M,384735,L_CBY_01379
1548,skyblue,985.0,433.0,系列11,產品11-12,2019-06-04T07:39:12,,,廣告_自然流量,M,567795,L_CBY_01379
1549,babypink,985.0,433.0,系列11,產品11-29,2019-06-04T07:39:12,,,廣告_自然流量,S,567795,L_CBY_01379
1550,,164.0,41.0,系列30,產品30-35,2016-12-28T15:59:18,,,廣告_B2KMK_redecvelipe,無,260088,L_CBY_00191
1551,irontrigray,793.0,419.0,系列56,產品56-12,2016-09-27T06:57:15,FEMALE,28.0,廣告_KDPOD_select,L,237012,L_CBY_04856
1552,gray,793.0,419.0,系列49,產品49-12,2016-09-27T06:57:15,FEMALE,28.0,廣告_KDPOD_select,L,237012,L_CBY_04856
1553,,99.0,99.0,系列8,產品8-83,2016-09-27T06:57:15,FEMALE,28.0,廣告_KDPOD_select,無,237012,L_CBY_04856
1554,black,793.0,419.0,系列64,產品64-12,2016-09-27T06:57:15,FEMALE,28.0,廣告_KDPOD_select,L,237012,L_CBY_04856
1555,gray,1300.0,719.0,系列9,產品9-13,2017-01-24T08:06:42,FEMALE,28.0,廣告_KDPOD_select,L,266082,L_CBY_04856
1556,white,656.0,370.0,系列12,產品12-12,2017-01-24T08:06:42,FEMALE,28.0,廣告_KDPOD_select,L,266082,L_CBY_04856
1557,,492.0,339.0,系列25,產品25-92,2017-01-24T08:06:42,FEMALE,28.0,廣告_KDPOD_select,無,266082,L_CBY_04856
1558,,559.0,275.0,系列16,產品16-27,2016-09-26T13:17:01,FEMALE,32.0,廣告_KDPOD_qrtist,無,236748,L_CBY_02626
1559,,642.0,416.0,系列8,產品8-35,2019-11-01T14:11:58,FEMALE,32.0,廣告_GINEMK_D,無,632562,L_CBY_02626
1560,trigrayblack,1119.0,470.0,系列282,產品282-11,2016-02-17T11:33:00,FEMALE,34.0,廣告_自然流量,S,172908,L_CBY_00393
1561,gray,1045.0,816.0,系列31,產品31-6,2016-02-17T11:33:00,FEMALE,34.0,廣告_自然流量,S,172908,L_CBY_00393
1562,irontrigray,821.0,426.0,系列24,產品24-3,2017-10-29T13:05:45,FEMALE,36.0,廣告_自然流量,M,377253,L_CBY_01344
1563,,428.0,178.0,系列3,產品3-2,2017-03-28T12:32:00,FEMALE,30.0,廣告_B2KP_D,無,284958,L_CBY_00560
1564,creamywhiteburgundy,985.0,498.0,系列3,產品3-11,2017-03-28T12:32:00,FEMALE,30.0,廣告_B2KP_D,M,284958,L_CBY_00560
1565,trigrayblack,985.0,470.0,系列3,產品3-14,2017-03-28T12:32:00,FEMALE,30.0,廣告_B2KP_D,XL,284958,L_CBY_00560
1566,burgundy,1464.0,824.0,系列3,產品3-6,2019-02-06T02:06:03,FEMALE,30.0,廣告_KDMP_D,L,529920,L_CBY_00560
1567,white,883.0,367.0,系列4,產品4-18,2017-06-07T16:26:36,FEMALE,30.0,廣告_KDP_D,L,315696,L_CBY_03071
1568,irontrigray,821.0,436.0,系列4,產品4-12,2017-06-07T16:26:36,FEMALE,30.0,廣告_KDP_D,XL,315696,L_CBY_03071
1569,white,656.0,393.0,系列4,產品4-12,2018-07-22T16:10:21,FEMALE,30.0,廣告_KDP_D,XL,455664,L_CBY_03071
1570,babypink,821.0,426.0,系列4,產品4-3,2018-07-22T16:10:21,FEMALE,30.0,廣告_KDP_D,L,455664,L_CBY_03071
1571,,482.0,199.0,系列98,產品98-2,2016-04-26T03:33:59,FEMALE,32.0,廣告_自然流量,無,189561,L_CBY_00141
1572,,482.0,199.0,系列148,產品148-2,2016-04-26T03:33:59,FEMALE,32.0,廣告_自然流量,無,189561,L_CBY_00141
1573,,1135.0,739.0,系列8,產品8-36,2018-12-02T14:09:20,FEMALE,32.0,廣告_KDMK_P,無,504735,L_CBY_00141
1574,creamywhitejeanblue,946.0,426.0,系列9,產品9-14,2018-05-10T06:39:17,MALE,26.0,廣告_critei_critei,L,433080,L_CBY_00064
1575,white,821.0,373.0,系列131,產品131-12,2018-05-10T06:39:17,MALE,26.0,廣告_critei_critei,L,433080,L_CBY_00064
1576,lemonyellow,1061.0,433.0,系列26,產品26-12,2018-11-18T03:00:36,FEMALE,30.0,廣告_自然流量,L,499755,L_CBY_02293
1577,,245.0,173.0,系列8,產品8-35,2019-02-10T13:34:21,FEMALE,30.0,廣告_KDMK_D,無,531045,L_CBY_02293
1578,,245.0,173.0,系列8,產品8-35,2019-02-10T13:34:21,FEMALE,30.0,廣告_KDMK_D,無,531045,L_CBY_02293
1579,,477.0,334.0,系列8,產品8-35,2019-02-10T13:34:21,FEMALE,30.0,廣告_KDMK_D,無,531045,L_CBY_02293
1580,,477.0,334.0,系列8,產品8-35,2019-02-10T13:34:21,FEMALE,30.0,廣告_KDMK_D,無,531045,L_CBY_02293
1581,,1510.0,729.0,系列51,產品51-39,2016-02-06T15:37:48,MALE,36.0,廣告_自然流量,iPhone 6+,170799,L_CBY_03023
1582,creamywhite,1012.0,785.0,系列51,產品51-9,2016-02-06T15:37:48,MALE,36.0,廣告_自然流量,L,170799,L_CBY_03023
1583,creamywhite,887.0,676.0,系列51,產品51-13,2016-02-06T15:37:48,MALE,36.0,廣告_自然流量,M,170799,L_CBY_03023
