,顏色,單價,成本,系列,產品,訂單時間,性別,年紀,廣告代號all,尺寸,訂單編號,去識別化會員編碼
5221,white,821.0,424.0,系列28,產品28-30,2017-06-02T01:48:10,FEMALE,26.0,廣告_KDP_D,F,312546,L_CBY_03143
5222,,492.0,263.0,系列44,產品44-27,2017-06-02T01:48:10,FEMALE,26.0,廣告_KDP_D,無,312546,L_CBY_03143
5223,babyblue,910.0,416.0,系列74,產品74-3,2016-04-19T11:13:20,FEMALE,24.0,廣告_ikip_POD,S,187530,L_CBY_04873
5224,white,780.0,367.0,系列329,產品329-3,2016-04-19T11:13:20,FEMALE,24.0,廣告_ikip_POD,S,187530,L_CBY_04873
5225,,477.0,140.0,系列3,產品3-2,2019-05-31T15:28:37,FEMALE,26.0,廣告_B2KP_D,無,566424,L_CBY_03627
5226,irontrigray,985.0,433.0,系列3,產品3-3,2019-05-31T15:28:37,FEMALE,26.0,廣告_B2KP_D,M,566424,L_CBY_03627
5227,white,985.0,383.0,系列3,產品3-3,2019-05-31T15:28:37,FEMALE,26.0,廣告_B2KP_D,M,566424,L_CBY_03627
5228,irontrigray,1028.0,418.0,系列9,產品9-18,2017-05-28T03:48:36,FEMALE,26.0,廣告_自然流量,S,309534,L_CBY_02478
5229,white,821.0,370.0,系列172,產品172-3,2017-05-28T03:48:36,FEMALE,26.0,廣告_自然流量,S,309534,L_CBY_02478
5230,white,821.0,367.0,系列22,產品22-29,2017-05-28T03:48:36,FEMALE,26.0,廣告_自然流量,S,309534,L_CBY_02478
5231,navyblue,924.0,697.0,系列4,產品4-7,2016-01-12T08:06:04,FEMALE,28.0,廣告_critei_critei,L,163029,L_CBY_01051
5232,black,1045.0,816.0,系列4,產品4-6,2016-01-12T08:06:04,FEMALE,28.0,廣告_critei_critei,L,163029,L_CBY_01051
5233,white,839.0,367.0,系列31,產品31-12,2016-03-03T05:43:34,FEMALE,28.0,廣告_qdwit_pid,L,176346,L_CBY_01051
5234,black,979.0,416.0,系列510,產品510-12,2016-03-03T05:43:34,FEMALE,28.0,廣告_qdwit_pid,L,176346,L_CBY_01051
5235,eggyellow,985.0,426.0,系列1,產品1-12,2018-07-06T05:14:40,FEMALE,26.0,廣告_自然流量,L,450093,L_CBY_01879
5236,gray,985.0,426.0,系列1,產品1-12,2018-07-06T05:14:40,FEMALE,26.0,廣告_自然流量,L,450093,L_CBY_01879
5237,,642.0,577.0,系列8,產品8-35,2017-01-01T05:13:59,MALE,24.0,廣告_自然流量,無,261243,L_CBY_04145
5238,,245.0,163.0,系列8,產品8-35,2017-01-01T05:13:59,MALE,24.0,廣告_自然流量,無,261243,L_CBY_04145
5239,,245.0,163.0,系列8,產品8-35,2017-01-01T05:13:59,MALE,24.0,廣告_自然流量,無,261243,L_CBY_04145
5240,,245.0,163.0,系列8,產品8-35,2017-01-01T05:13:59,MALE,24.0,廣告_自然流量,無,261243,L_CBY_04145
5241,gray,821.0,661.0,系列8,產品8-86,2017-11-25T14:06:34,MALE,24.0,廣告_GINEP_D,L,383862,L_CBY_04145
5242,burgundy,1135.0,839.0,系列8,產品8-85,2017-11-25T14:06:34,MALE,24.0,廣告_GINEP_D,L,383862,L_CBY_04145
5243,tiffanygreen,985.0,443.0,系列1,產品1-12,2018-06-29T00:29:54,FEMALE,26.0,廣告_KDP_P,XL,445920,L_CBY_02391
5244,skyblue,985.0,443.0,系列1,產品1-12,2018-06-29T00:29:54,FEMALE,26.0,廣告_KDP_P,XL,445920,L_CBY_02391
5245,tiffanygreen,985.0,443.0,系列1,產品1-3,2018-06-29T00:29:54,FEMALE,26.0,廣告_KDP_P,XL,445920,L_CBY_02391
5246,skyblue,985.0,443.0,系列1,產品1-3,2018-06-29T00:29:54,FEMALE,26.0,廣告_KDP_P,XL,445920,L_CBY_02391
5247,hamred,985.0,443.0,系列1,產品1-3,2018-06-29T00:29:54,FEMALE,26.0,廣告_KDP_P,XL,445920,L_CBY_02391
5248,hamred,985.0,443.0,系列1,產品1-3,2018-06-29T00:29:54,FEMALE,26.0,廣告_KDP_P,XL,445920,L_CBY_02391
5249,,740.0,387.0,系列528,產品528-1,2017-06-16T19:03:58,FEMALE,26.0,廣告_critei_critei,無,320241,L_CBY_02148
5250,,576.0,263.0,系列41,產品41-27,2017-06-16T19:03:58,FEMALE,26.0,廣告_critei_critei,無,320241,L_CBY_02148
5251,,819.0,396.0,系列41,產品41-37,2017-06-16T19:03:58,FEMALE,26.0,廣告_critei_critei,35cm,320241,L_CBY_02148
5252,creamywhitejeanblue,513.0,319.0,系列129,產品129-8,2016-04-26T14:49:27,FEMALE,32.0,廣告_ikip_POD,110,189762,L_CBY_00955
5253,creamywhiteburgundy,513.0,319.0,系列129,產品129-8,2016-04-26T14:49:27,FEMALE,32.0,廣告_ikip_POD,110,189762,L_CBY_00955
5254,lemonyellow,492.0,291.0,系列10,產品10-15,2016-04-26T14:49:27,FEMALE,32.0,廣告_ikip_POD,110,189762,L_CBY_00955
5255,tiffanygreen,492.0,291.0,系列178,產品178-15,2016-04-26T14:49:27,FEMALE,32.0,廣告_ikip_POD,110,189762,L_CBY_00955
5256,white,492.0,245.0,系列178,產品178-15,2016-04-26T14:49:27,FEMALE,32.0,廣告_ikip_POD,110,189762,L_CBY_00955
5257,lemonyellow,492.0,291.0,系列72,產品72-15,2016-04-26T14:49:27,FEMALE,32.0,廣告_ikip_POD,110,189762,L_CBY_00955
5258,jeanblue,949.0,454.0,系列74,產品74-12,2016-05-22T07:38:25,FEMALE,38.0,廣告_自然流量,XL,196773,L_CBY_04206
5259,lemonyellow,492.0,291.0,系列74,產品74-15,2016-05-22T07:38:25,FEMALE,38.0,廣告_自然流量,110,196773,L_CBY_04206
5260,babypink,819.0,418.0,系列74,產品74-18,2016-05-22T07:38:25,FEMALE,38.0,廣告_自然流量,S,196773,L_CBY_04206
5261,irontrigray,910.0,419.0,系列9,產品9-3,2016-05-22T07:38:25,FEMALE,38.0,廣告_自然流量,XS,196773,L_CBY_04206
5262,,410.0,137.0,系列7,產品7-2,2017-07-19T18:08:14,FEMALE,26.0,廣告_KDP_D,無,334434,L_CBY_01356
5263,gray,1028.0,424.0,系列7,產品7-18,2017-07-19T18:08:14,FEMALE,26.0,廣告_KDP_D,XS,334434,L_CBY_01356
5264,gray,1028.0,424.0,系列7,產品7-18,2017-07-19T18:08:14,FEMALE,26.0,廣告_KDP_D,XS,334434,L_CBY_01356
5265,gray,1028.0,426.0,系列7,產品7-3,2017-07-19T18:08:14,FEMALE,26.0,廣告_KDP_D,XS,334434,L_CBY_01356
5266,trigrayblack,936.0,470.0,系列16,產品16-11,2016-08-13T04:07:33,FEMALE,28.0,廣告_自然流量,L,224478,L_CBY_01839
5267,trigrayblack,936.0,470.0,系列16,產品16-11,2016-08-13T04:07:33,FEMALE,28.0,廣告_自然流量,XL,224478,L_CBY_01839
5268,irontrigray,870.0,419.0,系列16,產品16-12,2016-08-13T04:07:33,FEMALE,28.0,廣告_自然流量,L,224478,L_CBY_01839
5269,gray,870.0,419.0,系列16,產品16-12,2016-08-13T04:07:33,FEMALE,28.0,廣告_自然流量,L,224478,L_CBY_01839
5270,gray,1105.0,419.0,系列5,產品5-12,2017-06-12T07:47:42,FEMALE,28.0,廣告_自然流量,L,318039,L_CBY_01839
5271,white,883.0,383.0,系列5,產品5-29,2017-06-12T07:47:42,FEMALE,28.0,廣告_自然流量,XL,318039,L_CBY_01839
5272,white,985.0,383.0,系列42,產品42-12,2019-03-06T14:51:05,FEMALE,30.0,廣告_自然流量,M,539847,L_CBY_00498
5273,white,985.0,383.0,系列42,產品42-3,2019-03-06T14:51:05,FEMALE,30.0,廣告_自然流量,S,539847,L_CBY_00498
5274,gray,985.0,433.0,系列42,產品42-12,2019-03-06T14:51:05,FEMALE,30.0,廣告_自然流量,M,539847,L_CBY_00498
5275,white,985.0,383.0,系列42,產品42-3,2019-03-06T14:51:05,FEMALE,30.0,廣告_自然流量,S,539847,L_CBY_00498
5276,,1135.0,378.0,系列14,產品14-135,2019-04-29T13:21:14,FEMALE,24.0,廣告_GINEMP_C,M,556845,L_CBY_02210
5277,,910.0,467.0,系列324,產品324-1,2016-04-07T11:35:26,FEMALE,32.0,廣告_自然流量,無,184071,L_CBY_00080
5278,,586.0,286.0,系列324,產品324-16,2016-04-07T11:35:26,FEMALE,32.0,廣告_自然流量,無,184071,L_CBY_00080
5279,skyblue,1028.0,424.0,系列118,產品118-3,2018-05-21T15:28:17,FEMALE,26.0,廣告_B2KP_D,XS,437730,L_CBY_01804
5280,white,821.0,373.0,系列118,產品118-12,2018-05-21T15:28:17,FEMALE,26.0,廣告_B2KP_D,S,437730,L_CBY_01804
5281,lemonyellow,484.0,291.0,系列19,產品19-15,2016-02-21T12:45:11,,38.0,廣告_critei_critei,110,174069,L_CBY_03924
5282,lemonyellow,484.0,291.0,系列19,產品19-15,2016-02-21T12:45:11,,38.0,廣告_critei_critei,110,174069,L_CBY_03924
5283,babypink,793.0,419.0,系列1,產品1-3,2016-10-06T07:09:41,,38.0,廣告_自然流量,S,239868,L_CBY_03924
5284,black,893.0,419.0,系列581,產品581-3,2016-10-06T07:09:41,,38.0,廣告_自然流量,S,239868,L_CBY_03924
5285,white,740.0,370.0,系列581,產品581-3,2016-10-06T07:09:41,,38.0,廣告_自然流量,S,239868,L_CBY_03924
5286,white,788.0,373.0,系列1,產品1-3,2018-07-03T06:12:13,,38.0,廣告_自然流量,M,448596,L_CBY_03924
5287,black,985.0,426.0,系列105,產品105-3,2018-07-03T06:12:13,,38.0,廣告_自然流量,L,448596,L_CBY_03924
5288,navyblue,985.0,449.0,系列44,產品44-3,2019-05-04T09:13:20,,38.0,廣告_自然流量,XL,558246,L_CBY_03924
5289,hamred,985.0,451.0,系列44,產品44-3,2019-05-04T09:13:20,,38.0,廣告_自然流量,XL,558246,L_CBY_03924
5290,lemonyellow,492.0,308.0,系列94,產品94-15,2019-05-04T09:13:20,,38.0,廣告_自然流量,130,558246,L_CBY_03924
5291,navyblue,492.0,308.0,系列94,產品94-15,2019-05-04T09:13:20,,38.0,廣告_自然流量,130,558246,L_CBY_03924
5292,gray,985.0,451.0,系列233,產品233-3,2019-05-21T06:06:21,,38.0,廣告_edmMK_D,2XL,562683,L_CBY_03924
5293,black,985.0,451.0,系列233,產品233-3,2019-05-21T06:06:21,,38.0,廣告_edmMK_D,2XL,562683,L_CBY_03924
5294,,971.0,518.0,系列25,產品25-35,2018-12-07T06:15:33,FEMALE,30.0,廣告_KDMK_D,無,507696,L_CBY_04852
5295,gray,979.0,416.0,系列7,產品7-3,2016-03-07T12:10:35,FEMALE,28.0,廣告_qdwit_pid,L,177234,L_CBY_02107
5296,watermelonred,979.0,416.0,系列7,產品7-3,2016-03-07T12:10:35,FEMALE,28.0,廣告_qdwit_pid,S,177234,L_CBY_02107
5297,black,908.0,816.0,系列7,產品7-6,2016-03-07T12:10:35,FEMALE,28.0,廣告_qdwit_pid,S,177234,L_CBY_02107
5298,black,908.0,816.0,系列7,產品7-6,2016-03-07T12:10:35,FEMALE,28.0,廣告_qdwit_pid,L,177234,L_CBY_02107
5299,armygreen,923.0,479.0,系列83,產品83-30,2017-08-19T04:38:16,FEMALE,38.0,廣告_critei_critei,F,346872,L_CBY_02932
5300,white,821.0,424.0,系列68,產品68-30,2017-08-19T04:38:16,FEMALE,38.0,廣告_critei_critei,F,346872,L_CBY_02932
5301,tiffanygreen,1028.0,418.0,系列7,產品7-29,2017-06-11T17:15:23,,,廣告_自然流量,S,317829,L_CBY_00701
5302,eggyellow,821.0,419.0,系列12,產品12-3,2017-06-11T17:15:23,,,廣告_自然流量,L,317829,L_CBY_00701
5303,tiffanygreen,821.0,419.0,系列12,產品12-12,2017-06-11T17:15:23,,,廣告_自然流量,M,317829,L_CBY_00701
5304,navyblue,821.0,436.0,系列6,產品6-12,2017-06-11T17:15:23,,,廣告_自然流量,2XL,317829,L_CBY_00701
5305,black,821.0,419.0,系列6,產品6-3,2017-06-11T17:15:23,,,廣告_自然流量,S,317829,L_CBY_00701
5306,white,821.0,367.0,系列6,產品6-18,2017-06-11T17:15:23,,,廣告_自然流量,S,317829,L_CBY_00701
5307,hamred,1629.0,824.0,系列1,產品1-6,2019-02-17T01:52:37,,,廣告_KDP_D,S,533919,L_CBY_00701
5308,,1300.0,681.0,系列193,產品193-40,2016-01-24T06:30:22,FEMALE,26.0,廣告_自然流量,iPhone 6,166875,L_CBY_01768
5309,,390.0,211.0,系列262,產品262-38,2016-01-24T06:30:22,FEMALE,26.0,廣告_自然流量,無,166875,L_CBY_01768
5310,,1777.0,905.0,系列2,產品2-35,2018-02-10T09:27:09,FEMALE,26.0,廣告_自然流量,無,405288,L_CBY_00186
5311,,456.0,211.0,系列23,產品23-38,2016-07-30T16:02:20,,,廣告_KDPOD_cqmp,無,220047,L_CBY_00758
5312,,492.0,248.0,系列138,產品138-26,2016-07-30T16:02:20,,,廣告_KDPOD_cqmp,無,220047,L_CBY_00758
5313,white,721.0,367.0,系列79,產品79-18,2016-08-18T14:15:27,FEMALE,32.0,廣告_KDPOD_select,L,226146,L_CBY_00147
5314,navyblue,870.0,418.0,系列82,產品82-18,2016-08-18T14:15:27,FEMALE,32.0,廣告_KDPOD_select,L,226146,L_CBY_00147
5315,white,721.0,367.0,系列157,產品157-18,2016-08-18T14:15:27,FEMALE,32.0,廣告_KDPOD_select,L,226146,L_CBY_00147
5316,gray,962.0,456.0,系列9,產品9-22,2016-11-30T15:31:21,FEMALE,32.0,廣告_B2KPOD_cerry,XL,252402,L_CBY_00147
5317,black,962.0,456.0,系列278,產品278-22,2016-11-30T15:31:21,FEMALE,32.0,廣告_B2KPOD_cerry,XL,252402,L_CBY_00147
5318,,1092.0,635.0,系列41,產品41-5,2016-11-30T15:31:21,FEMALE,32.0,廣告_B2KPOD_cerry,無,252402,L_CBY_00147
5319,white,821.0,423.0,系列88,產品88-22,2016-11-30T15:31:21,FEMALE,32.0,廣告_B2KPOD_cerry,L,252402,L_CBY_00147
5320,white,821.0,367.0,系列37,產品37-18,2017-06-15T12:34:09,FEMALE,32.0,廣告_B2KP_D,L,319560,L_CBY_00147
5321,white,821.0,367.0,系列12,產品12-18,2017-06-15T12:34:09,FEMALE,32.0,廣告_B2KP_D,L,319560,L_CBY_00147
5322,gray,1028.0,418.0,系列6,產品6-18,2017-06-15T12:34:09,FEMALE,32.0,廣告_B2KP_D,L,319560,L_CBY_00147
5323,creamywhitejeanblue,1066.0,426.0,系列6,產品6-11,2017-11-28T02:26:50,FEMALE,32.0,廣告_自然流量,2XL,384723,L_CBY_00147
5324,creamywhite,1135.0,610.0,系列6,產品6-7,2017-11-28T02:26:50,FEMALE,32.0,廣告_自然流量,2XL,384723,L_CBY_00147
5325,creamywhiteburgundy,1066.0,426.0,系列2,產品2-11,2017-11-28T02:26:50,FEMALE,32.0,廣告_自然流量,XL,384723,L_CBY_00147
5326,creamywhite,1135.0,610.0,系列2,產品2-7,2017-11-28T02:26:50,FEMALE,32.0,廣告_自然流量,L,384723,L_CBY_00147
5327,creamywhiterosepink,1066.0,426.0,系列2,產品2-11,2017-11-28T02:26:50,FEMALE,32.0,廣告_自然流量,XL,384723,L_CBY_00147
5328,navy,1610.0,839.0,系列24,產品24-6,2017-12-19T13:32:22,FEMALE,32.0,廣告_自然流量,2XL,390483,L_CBY_00147
5329,creamywhite,1135.0,610.0,系列280,產品280-7,2017-12-19T13:32:22,FEMALE,32.0,廣告_自然流量,2XL,390483,L_CBY_00147
5330,,411.0,288.0,系列2,產品2-35,2018-09-09T11:38:08,FEMALE,32.0,廣告_KDMK_P,無,472758,L_CBY_00147
5331,,1135.0,795.0,系列2,產品2-35,2018-09-09T11:38:08,FEMALE,32.0,廣告_KDMK_P,無,472758,L_CBY_00147
5332,,971.0,679.0,系列2,產品2-35,2018-09-09T11:38:08,FEMALE,32.0,廣告_KDMK_P,無,472758,L_CBY_00147
5333,,1777.0,831.0,系列2,產品2-114,2018-12-10T01:53:54,FEMALE,32.0,廣告_KDMP_D,M,509634,L_CBY_00147
5334,,1777.0,762.0,系列2,產品2-113,2018-12-10T01:53:54,FEMALE,32.0,廣告_KDMP_D,M,509634,L_CBY_00147
5335,creamywhite,1629.0,742.0,系列6,產品6-6,2019-02-07T04:58:17,FEMALE,32.0,廣告_critei_critei,M,530238,L_CBY_00147
5336,,541.0,378.0,系列3,產品3-36,2019-02-07T04:58:17,FEMALE,32.0,廣告_critei_critei,無,530238,L_CBY_00147
5337,,1290.0,619.0,系列3,產品3-97,2019-02-07T04:58:17,FEMALE,32.0,廣告_critei_critei,L,530238,L_CBY_00147
5338,gray,1629.0,827.0,系列114,產品114-6,2019-02-07T04:58:17,FEMALE,32.0,廣告_critei_critei,L,530238,L_CBY_00147
5339,white,985.0,401.0,系列73,產品73-3,2019-08-07T11:55:27,FEMALE,32.0,廣告_B2KDG_P,2XL,585387,L_CBY_00147
5340,babypink,985.0,451.0,系列2,產品2-3,2019-08-07T11:55:27,FEMALE,32.0,廣告_B2KDG_P,XL,585387,L_CBY_00147
5341,navyblue,985.0,451.0,系列2,產品2-3,2019-08-07T11:55:27,FEMALE,32.0,廣告_B2KDG_P,2XL,585387,L_CBY_00147
5342,,477.0,140.0,系列137,產品137-2,2019-08-07T11:55:27,FEMALE,32.0,廣告_B2KDG_P,無,585387,L_CBY_00147
5343,,452.0,184.0,系列10,產品10-38,2017-05-27T15:26:31,FEMALE,24.0,廣告_自然流量,無,309198,L_CBY_01743
5344,,452.0,184.0,系列10,產品10-38,2017-05-27T15:26:31,FEMALE,24.0,廣告_自然流量,無,309198,L_CBY_01743
5345,,410.0,184.0,系列10,產品10-38,2017-05-27T15:26:31,FEMALE,24.0,廣告_自然流量,無,309198,L_CBY_01743
5346,,592.0,306.0,系列10,產品10-16,2017-05-27T15:26:31,FEMALE,24.0,廣告_自然流量,無,309198,L_CBY_01743
5347,,592.0,306.0,系列5,產品5-16,2017-05-27T15:26:31,FEMALE,24.0,廣告_自然流量,無,309198,L_CBY_01743
5348,,689.0,299.0,系列100,產品100-16,2018-10-23T07:01:15,,,廣告_KDP_D,無,488115,L_CBY_04827
5349,navyblue,979.0,416.0,系列237,產品237-3,2016-02-19T05:00:53,,,廣告_自然流量,M,173385,L_CBY_03131
5350,gray,979.0,416.0,系列450,產品450-3,2016-02-19T05:00:53,,,廣告_自然流量,S,173385,L_CBY_03131
5351,navyblue,804.0,707.0,系列34,產品34-7,2016-03-06T05:35:56,,,廣告_自然流量,S,176976,L_CBY_03131
5352,gray,979.0,416.0,系列237,產品237-12,2016-03-06T05:35:56,,,廣告_自然流量,S,176976,L_CBY_03131
5353,irontrigray,821.0,426.0,系列12,產品12-12,2017-07-30T06:29:49,,,廣告_KDP_D,S,338982,L_CBY_03131
5354,skyblue,821.0,426.0,系列6,產品6-12,2017-07-30T06:29:49,,,廣告_KDP_D,S,338982,L_CBY_03131
5355,navy,1734.0,839.0,系列3,產品3-6,2018-02-01T14:58:21,,,廣告_B2KP_D,M,402309,L_CBY_03131
5356,,1135.0,411.0,系列14,產品14-35,2019-07-29T04:25:40,,,廣告_KBDG_MP,無,582741,L_CBY_03131
5357,white,1040.0,370.0,系列4,產品4-3,2016-06-27T14:52:17,MALE,30.0,廣告_KDPOD_style,XS,209865,L_CBY_04461
5358,creamywhite,1135.0,686.0,系列4,產品4-7,2016-12-17T12:55:44,MALE,30.0,廣告_critei_critei,S,256638,L_CBY_04461
5359,creamywhite,1135.0,686.0,系列7,產品7-13,2016-12-17T12:55:44,MALE,30.0,廣告_critei_critei,S,256638,L_CBY_04461
5360,,1958.0,997.0,系列3,產品3-98,2019-01-16T12:46:32,MALE,30.0,廣告_KDMP_D,S,523512,L_CBY_04461
5361,,806.0,806.0,系列8,產品8-76,2016-03-14T13:18:02,FEMALE,38.0,廣告_自然流量,無,178929,L_CBY_02149
5362,,806.0,806.0,系列8,產品8-78,2016-03-14T13:18:02,FEMALE,38.0,廣告_自然流量,無,178929,L_CBY_02149
5363,white,492.0,245.0,系列4,產品4-15,2016-05-08T05:29:23,FEMALE,38.0,廣告_qdwit_pid,110,192405,L_CBY_02149
5364,black,898.0,418.0,系列122,產品122-18,2016-05-08T05:29:23,FEMALE,38.0,廣告_qdwit_pid,M,192405,L_CBY_02149
5365,black,910.0,434.0,系列68,產品68-17,2016-05-08T05:29:23,FEMALE,38.0,廣告_qdwit_pid,F,192405,L_CBY_02149
5366,,740.0,387.0,系列3,產品3-1,2017-04-15T15:24:54,FEMALE,28.0,廣告_B2KP_D,無,292932,L_CBY_00037
5367,,740.0,387.0,系列3,產品3-1,2017-04-15T15:24:54,FEMALE,28.0,廣告_B2KP_D,無,292932,L_CBY_00037
5368,,428.0,137.0,系列3,產品3-2,2017-04-15T15:24:54,FEMALE,28.0,廣告_B2KP_D,無,292932,L_CBY_00037
5369,,59.0,33.0,系列3,產品3-83,2017-04-15T15:24:54,FEMALE,28.0,廣告_B2KP_D,無,292932,L_CBY_00037
5370,irontrigray,780.0,416.0,系列9,產品9-18,2016-01-24T17:33:45,FEMALE,28.0,廣告_ikip_POD,L,167205,L_CBY_02959
5371,gray,1045.0,816.0,系列97,產品97-6,2016-01-24T17:33:45,FEMALE,28.0,廣告_ikip_POD,M,167205,L_CBY_02959
5372,irontrigray,780.0,416.0,系列64,產品64-3,2016-01-24T17:33:45,FEMALE,28.0,廣告_ikip_POD,M,167205,L_CBY_02959
5373,irontrigray,966.0,416.0,系列9,產品9-18,2016-02-01T17:13:19,FEMALE,28.0,廣告_qdwit_pid,S,169920,L_CBY_02959
5374,black,1045.0,816.0,系列9,產品9-6,2016-02-01T17:13:19,FEMALE,28.0,廣告_qdwit_pid,S,169920,L_CBY_02959
5375,black,1045.0,816.0,系列9,產品9-6,2016-02-01T17:13:19,FEMALE,28.0,廣告_qdwit_pid,M,169920,L_CBY_02959
5376,,410.0,266.0,系列3,產品3-35,2019-06-05T19:47:32,FEMALE,28.0,廣告_自然流量,無,568287,L_CBY_02305
5377,,1135.0,461.0,系列3,產品3-35,2019-06-05T19:47:32,FEMALE,28.0,廣告_自然流量,無,568287,L_CBY_02305
5378,,985.0,640.0,系列3,產品3-35,2019-06-05T19:47:32,FEMALE,28.0,廣告_自然流量,無,568287,L_CBY_02305
5379,,1300.0,651.0,系列17,產品17-43,2016-05-31T11:37:38,FEMALE,38.0,廣告_critei_critei,F,200190,L_CBY_03242
5380,jeanblue,819.0,418.0,系列37,產品37-18,2016-05-31T11:37:38,FEMALE,38.0,廣告_critei_critei,S,200190,L_CBY_03242
5381,tiffanygreen,819.0,418.0,系列82,產品82-18,2016-05-31T11:37:38,FEMALE,38.0,廣告_critei_critei,S,200190,L_CBY_03242
5382,,1300.0,651.0,系列402,產品402-43,2016-05-31T11:37:38,FEMALE,38.0,廣告_critei_critei,F,200190,L_CBY_03242
5383,,163.0,31.0,系列30,產品30-35,2018-01-24T11:51:31,FEMALE,38.0,廣告_KDP_P,無,397365,L_CBY_03242
5384,white,656.0,373.0,系列92,產品92-12,2018-05-15T12:53:42,FEMALE,38.0,廣告_KDP_P,L,436167,L_CBY_03242
5385,,971.0,459.0,系列2,產品2-102,2018-05-15T12:53:42,FEMALE,38.0,廣告_KDP_P,S,436167,L_CBY_03242
5386,white,822.0,370.0,系列93,產品93-3,2016-06-08T13:23:51,FEMALE,30.0,廣告_自然流量,S,203469,L_CBY_04783
5387,black,865.0,419.0,系列80,產品80-3,2016-06-08T13:23:51,FEMALE,30.0,廣告_自然流量,S,203469,L_CBY_04783
5388,irontrigray,1028.0,426.0,系列28,產品28-3,2018-03-31T12:15:43,FEMALE,30.0,廣告_edmP_P,S,418944,L_CBY_04783
5389,white,821.0,373.0,系列1,產品1-3,2018-03-31T12:15:43,FEMALE,30.0,廣告_edmP_P,S,418944,L_CBY_04783
5390,navyblue,924.0,707.0,系列97,產品97-13,2016-01-22T13:02:54,MALE,36.0,廣告_ikip_pid,S,166191,L_CBY_01705
5391,gray,780.0,416.0,系列97,產品97-12,2016-01-22T13:02:54,MALE,36.0,廣告_ikip_pid,S,166191,L_CBY_01705
5392,white,656.0,370.0,系列12,產品12-12,2016-08-11T19:14:05,MALE,36.0,廣告_自然流量,M,224049,L_CBY_01705
5393,white,656.0,370.0,系列12,產品12-12,2016-08-11T19:14:05,MALE,36.0,廣告_自然流量,M,224049,L_CBY_01705
5394,gray,905.0,419.0,系列26,產品26-12,2016-08-11T19:14:05,MALE,36.0,廣告_自然流量,M,224049,L_CBY_01705
5395,gray,893.0,419.0,系列12,產品12-12,2016-08-25T12:55:54,MALE,36.0,廣告_自然流量,S,227925,L_CBY_01705
5396,white,740.0,370.0,系列12,產品12-12,2016-08-25T12:55:54,MALE,36.0,廣告_自然流量,S,227925,L_CBY_01705
5397,gray,893.0,419.0,系列26,產品26-12,2016-08-25T12:55:54,MALE,36.0,廣告_自然流量,S,227925,L_CBY_01705
5398,irontrigray,1028.0,419.0,系列6,產品6-12,2017-02-24T08:48:03,MALE,36.0,廣告_critei_critei,M,274893,L_CBY_01705
5399,white,821.0,370.0,系列15,產品15-12,2017-02-24T08:48:03,MALE,36.0,廣告_critei_critei,M,274893,L_CBY_01705
5400,white,821.0,370.0,系列15,產品15-12,2017-02-24T08:48:03,MALE,36.0,廣告_critei_critei,M,274893,L_CBY_01705
5401,gray,804.0,707.0,系列28,產品28-7,2016-02-29T14:25:01,FEMALE,34.0,廣告_自然流量,S,175830,L_CBY_03216
5402,gray,804.0,707.0,系列28,產品28-7,2016-02-29T14:25:01,FEMALE,34.0,廣告_自然流量,S,175830,L_CBY_03216
5403,gray,979.0,416.0,系列75,產品75-12,2016-02-29T14:25:01,FEMALE,34.0,廣告_自然流量,L,175830,L_CBY_03216
5404,,1135.0,406.0,系列3,產品3-35,2019-07-05T23:08:59,MALE,24.0,廣告_自然流量,無,576135,L_CBY_01556
5405,,620.0,299.0,系列1,產品1-16,2019-08-28T11:01:38,MALE,24.0,廣告_自然流量,無,590421,L_CBY_01556
5406,white,1135.0,383.0,系列77,產品77-3,2019-08-28T11:01:38,MALE,24.0,廣告_自然流量,S,590421,L_CBY_01556
5407,,625.0,406.0,系列8,產品8-35,2019-10-12T05:05:26,FEMALE,28.0,廣告_自然流量,無,629916,L_CBY_04517
5408,,1300.0,535.0,系列14,產品14-35,2019-10-12T05:05:26,FEMALE,28.0,廣告_自然流量,無,629916,L_CBY_04517
5409,white,822.0,370.0,系列17,產品17-3,2016-06-04T15:19:14,FEMALE,32.0,廣告_B2K_pid,S,201954,L_CBY_04328
5410,white,822.0,370.0,系列17,產品17-12,2016-06-04T15:19:14,FEMALE,32.0,廣告_B2K_pid,M,201954,L_CBY_04328
5411,white,822.0,370.0,系列5,產品5-3,2016-06-27T14:00:43,FEMALE,32.0,廣告_critei_critei,S,209835,L_CBY_04328
5412,white,822.0,370.0,系列151,產品151-3,2016-06-27T14:00:43,FEMALE,32.0,廣告_critei_critei,S,209835,L_CBY_04328
5413,gray,865.0,419.0,系列130,產品130-12,2016-06-27T14:00:43,FEMALE,32.0,廣告_critei_critei,M,209835,L_CBY_04328
5414,gray,1300.0,719.0,系列7,產品7-13,2017-01-16T14:44:38,FEMALE,32.0,廣告_KDPOD_priduct,L,264645,L_CBY_04328
5415,gray,1135.0,719.0,系列5,產品5-7,2017-01-16T14:44:38,FEMALE,32.0,廣告_KDPOD_priduct,S,264645,L_CBY_04328
5416,white,740.0,370.0,系列157,產品157-3,2017-01-16T14:44:38,FEMALE,32.0,廣告_KDPOD_priduct,M,264645,L_CBY_04328
5417,white,821.0,370.0,系列7,產品7-12,2017-03-21T14:29:17,FEMALE,32.0,廣告_自然流量,L,282552,L_CBY_04328
